Employee_ID,Age,Years_Experience,Tenure_TCS,Job_Level,Department,Skill_AI_Basic,Skill_AI_Advanced,Skill_Cloud,Billable_Days,Bench_Days,Project_Type,Performance_Score,Redeployment_Attempts,Geographic_Region,Salary,Client_Satisfaction,Layoff_Status
EMP001245,29,7.4,7.4,Mid,IT Services,True,False,Basic,135,23,Agile,4.4,3,Europe,52689.1,4.78,False
EMP001246,25,9.2,8.0,Mid,IT Services,True,False,Basic,213,36,Agile,3.0,0,India,50992.43,4.4,False
EMP001247,35,17.7,2.0,Senior,BPO,True,False,Advanced,141,14,Waterfall,4.2,0,Europe,132794.34,4.7,False
EMP001248,28,8.8,4.0,Mid,Others,True,False,Basic,180,23,Product-Aligned,3.9,5,India,63077.97,4.1,False
EMP001249,36,14.9,3.2,Senior,BPO,True,False,None,238,11,Agile,2.9,1,APAC,90000.0,3.77,False
EMP001250,22,9.3,4.6,Senior,Others,True,False,None,186,18,Product-Aligned,3.0,1,Others,197305.16,2.81,False
EMP001251,37,7.5,2.6,Junior,Consulting,True,False,None,157,17,Agile,1.8,3,India,24745.54,4.12,False
EMP001252,41,5.8,2.5,Mid,IT Services,True,False,None,249,22,Waterfall,3.6,1,India,52301.82,3.8,False
EMP001253,22,5.2,4.0,Mid,IT Services,True,False,None,235,9,Agile,3.4,0,North America,50088.81,4.11,False
EMP001254,37,8.1,6.5,Mid,IT Services,False,False,None,258,10,Waterfall,4.6,1,India,75560.53,4.4,False
EMP001255,44,6.1,4.3,Mid,Consulting,True,False,Advanced,150,17,Product-Aligned,3.3,3,India,56898.43,4.18,False
EMP001256,25,9.1,3.6,Junior,Others,True,True,None,128,8,Agile,3.2,1,India,32696.56,3.37,False
EMP001257,48,14.0,2.7,Senior,BPO,True,False,None,260,4,Waterfall,3.2,2,India,165951.7,2.93,False
EMP001258,38,14.1,4.0,Junior,Consulting,False,False,None,148,22,Agile,2.8,0,North America,20000.0,4.79,False
EMP001259,29,8.3,1.9,Mid,Consulting,True,False,None,199,20,Agile,4.6,2,India,73800.43,,False
EMP001260,34,8.1,1.6,Junior,BPO,True,False,Basic,195,9,Product-Aligned,4.8,3,Europe,25166.98,3.51,False
EMP001261,39,16.2,6.7,Mid,Others,True,False,Basic,173,18,Product-Aligned,2.9,0,India,78600.01,4.83,False
EMP001262,35,7.4,3.6,Senior,Consulting,True,False,None,150,29,None,3.0,1,India,125818.96,4.99,False
EMP001263,39,8.1,4.6,Mid,IT Services,True,True,Basic,185,7,Agile,3.1,1,APAC,50562.63,4.15,False
EMP001264,27,4.9,4.9,Mid,Consulting,True,False,Advanced,237,9,Product-Aligned,3.0,2,India,61675.72,3.77,False
EMP001265,36,4.6,4.6,Junior,Consulting,True,False,None,177,7,Product-Aligned,3.8,1,Europe,45844.36,3.86,False
EMP001266,23,12.6,6.0,Mid,BPO,True,True,None,150,5,Waterfall,4.0,5,APAC,52735.47,4.7,False
EMP001267,34,8.7,1.1,Senior,Engineering,True,False,None,203,24,Waterfall,2.2,1,India,90000.0,,False
EMP001268,27,17.6,4.6,Senior,Others,True,False,None,119,10,Waterfall,5.0,1,North America,111448.93,3.99,False
EMP001269,29,9.1,3.6,Mid,BPO,True,False,Advanced,211,14,Waterfall,3.8,2,Europe,75658.35,5.0,False
EMP001270,44,5.0,1.9,Mid,Consulting,True,False,None,224,9,Waterfall,2.7,1,India,50000.0,4.31,False
EMP001271,43,8.2,6.9,Junior,IT Services,True,False,None,181,26,Waterfall,2.7,5,India,42440.67,3.67,False
EMP001272,39,14.6,9.6,Mid,IT Services,True,False,Advanced,232,12,Product-Aligned,3.0,0,Europe,64981.91,4.21,False
EMP001273,26,4.9,4.9,Mid,IT Services,False,False,None,196,3,Waterfall,3.6,0,Europe,60075.49,3.49,False
EMP001274,32,7.1,2.7,Junior,IT Services,True,False,None,189,13,Agile,5.0,2,Europe,37586.34,3.38,False
EMP001275,44,7.8,2.1,Senior,Consulting,False,False,Basic,158,27,Waterfall,4.8,0,India,93790.63,4.87,False
EMP001276,36,10.8,9.4,Mid,Engineering,True,False,Basic,238,10,Agile,3.6,1,India,59088.75,,False
EMP001277,53,5.8,5.2,Mid,Consulting,False,False,Basic,180,9,Agile,3.6,4,India,76342.68,4.15,False
EMP001278,38,8.3,4.6,Junior,IT Services,False,False,None,189,5,Waterfall,2.6,0,India,20000.0,3.92,False
EMP001279,36,9.6,7.6,Junior,Consulting,True,False,Basic,226,18,Agile,3.5,1,India,29398.18,3.79,False
EMP001280,32,5.8,3.2,Mid,IT Services,True,False,Basic,166,6,Agile,3.8,1,APAC,55516.94,3.85,False
EMP001281,36,20.0,2.2,Mid,IT Services,True,False,Advanced,169,24,Agile,3.0,3,North America,57395.76,3.98,False
EMP001282,33,8.2,6.9,Mid,BPO,False,False,None,200,22,Agile,2.5,0,India,57074.76,,False
EMP001283,40,6.2,3.3,Junior,IT Services,False,False,None,135,6,Agile,3.8,3,APAC,20942.13,3.47,False
EMP001284,42,4.4,3.9,Mid,Engineering,False,False,None,214,2,Waterfall,3.3,1,Europe,54969.31,4.02,False
EMP001285,28,8.7,3.1,Mid,IT Services,True,False,Basic,198,17,None,3.6,5,APAC,56209.52,4.27,False
EMP001286,24,11.8,3.1,Mid,Others,True,False,None,133,15,None,4.4,1,India,76084.08,3.29,False
EMP001287,22,18.5,1.8,Mid,Consulting,True,False,None,113,2,Waterfall,3.1,0,North America,76085.95,4.46,False
EMP001288,39,8.1,7.6,Mid,Consulting,True,False,Basic,177,12,Waterfall,1.9,1,APAC,62503.24,3.88,False
EMP001289,26,10.9,5.6,Senior,Engineering,True,False,Advanced,183,19,None,3.8,2,Others,98055.46,3.37,False
EMP001290,22,6.2,5.6,Senior,BPO,True,False,None,249,11,Agile,4.4,0,Europe,97430.53,3.07,False
EMP001291,38,11.1,2.1,Mid,IT Services,True,False,None,260,10,Agile,3.1,1,India,50694.09,4.0,False
EMP001292,54,8.3,4.6,Junior,IT Services,True,False,None,166,11,Agile,3.7,5,India,20579.34,4.08,False
EMP001293,34,10.6,2.7,Junior,BPO,True,False,Basic,165,9,Agile,2.4,4,APAC,24658.54,4.55,False
EMP001294,41,7.1,2.1,Mid,Consulting,True,True,Basic,257,23,Product-Aligned,1.8,5,India,60178.05,4.66,False
EMP001295,35,9.8,1.5,Junior,Engineering,True,True,Basic,215,4,Agile,4.2,4,India,36471.68,4.82,False
EMP001296,34,8.8,3.6,Mid,IT Services,True,False,Advanced,260,14,Product-Aligned,2.6,4,India,59737.95,3.84,False
EMP001297,42,7.4,2.9,Mid,IT Services,False,False,Advanced,191,6,Product-Aligned,3.0,2,India,58569.16,3.74,False
EMP001298,32,10.4,2.1,Mid,Engineering,True,False,Advanced,239,10,Waterfall,3.7,0,Europe,54318.78,3.22,False
EMP001299,37,13.0,2.1,Junior,BPO,True,False,None,260,14,Waterfall,3.8,1,India,26817.31,4.23,False
EMP001300,37,20.7,5.2,Junior,Engineering,True,False,Advanced,150,5,None,3.4,5,North America,21008.43,5.0,False
EMP001301,29,6.5,3.0,Senior,Others,True,False,Basic,161,16,None,4.2,1,India,100025.59,3.47,False
EMP001302,42,15.6,2.8,Junior,Others,True,False,None,216,2,None,2.2,1,India,32769.89,4.81,False
EMP001303,33,22.4,5.8,Senior,IT Services,True,False,Basic,198,2,Product-Aligned,3.5,0,India,106352.86,4.49,False
EMP001304,28,6.9,4.6,Mid,Consulting,True,False,None,206,29,Waterfall,3.5,0,India,60122.66,3.73,False
EMP001305,39,9.4,2.1,Junior,Consulting,True,False,None,169,14,Agile,4.0,2,APAC,23789.28,4.16,False
EMP001306,27,4.0,4.0,Junior,BPO,True,False,None,198,12,Waterfall,2.9,3,India,21895.75,,False
EMP001307,35,10.4,5.1,Mid,Consulting,True,True,Basic,185,7,Waterfall,3.7,0,India,65377.83,2.21,False
EMP001308,34,9.0,3.0,Junior,IT Services,True,False,None,221,10,Agile,3.9,2,India,22159.75,3.06,False
EMP001309,43,15.5,4.4,Senior,BPO,True,True,Basic,237,11,Product-Aligned,4.2,0,India,122326.87,4.25,False
EMP001310,38,12.4,2.5,Mid,Others,True,False,Advanced,139,14,Waterfall,5.0,0,Europe,53640.35,3.37,False
EMP001311,34,15.7,4.8,Mid,Consulting,True,False,Basic,250,26,Waterfall,2.7,1,Others,73310.05,3.61,False
EMP001312,41,3.5,3.5,Senior,Consulting,True,False,Advanced,201,6,Product-Aligned,3.2,0,India,121449.65,2.64,False
EMP001313,46,5.8,5.8,Junior,Consulting,True,False,None,237,13,Product-Aligned,1.9,0,India,24078.66,5.0,False
EMP001314,39,7.0,2.2,Senior,Consulting,False,False,Advanced,193,25,Waterfall,2.0,1,North America,106840.05,2.82,False
EMP001315,35,4.2,4.2,Senior,Others,True,False,Advanced,243,21,Waterfall,3.9,1,APAC,105810.5,4.65,False
EMP001316,24,7.9,5.4,Mid,Consulting,True,False,Basic,235,6,Waterfall,3.8,0,North America,69442.35,2.83,False
EMP001317,26,6.0,4.7,Junior,BPO,True,False,None,216,21,Agile,4.7,2,India,22278.8,4.3,False
EMP001318,32,9.6,3.4,Mid,Consulting,True,False,None,201,20,Agile,4.8,2,North America,61094.46,3.84,False
EMP001319,30,7.1,2.3,Senior,Consulting,True,False,None,220,13,None,2.3,1,North America,90916.99,3.28,False
EMP001320,33,7.2,2.7,Junior,Consulting,True,False,Basic,260,8,Agile,3.0,1,India,36005.35,3.97,False
EMP001321,35,9.9,2.8,Junior,Consulting,True,False,None,244,6,None,3.9,1,India,21923.93,5.0,False
EMP001322,39,17.3,5.7,Mid,Consulting,True,False,Basic,226,9,Product-Aligned,4.2,0,Europe,50000.0,3.95,False
EMP001323,34,3.6,3.6,Mid,Consulting,False,False,Basic,177,5,Agile,2.7,1,India,56436.98,3.72,False
EMP001324,38,11.0,3.9,Junior,Engineering,True,False,None,175,8,None,2.4,4,India,38767.45,3.9,False
EMP001325,35,18.2,9.4,Senior,Consulting,True,False,Basic,170,13,None,3.5,1,Europe,118482.83,3.79,False
EMP001326,22,12.5,1.6,Senior,Consulting,True,False,Basic,150,5,Waterfall,2.5,1,North America,98945.74,3.71,False
EMP001327,27,10.6,4.2,Junior,IT Services,True,False,Basic,233,6,Agile,3.7,1,India,37022.91,5.0,False
EMP001328,33,6.8,6.8,Senior,Engineering,True,False,None,205,16,Waterfall,3.7,4,India,109989.39,4.84,False
EMP001329,25,7.0,1.7,Junior,Consulting,True,False,Basic,214,7,None,3.1,0,Europe,29862.03,4.48,False
EMP001330,39,14.8,7.5,Junior,IT Services,True,False,None,135,17,Waterfall,2.3,0,India,22703.27,4.94,False
EMP001331,47,7.7,7.7,Junior,Consulting,True,False,None,169,22,Agile,3.4,1,India,33145.53,4.0,False
EMP001332,44,5.4,5.3,Mid,IT Services,True,False,Advanced,194,14,Product-Aligned,4.2,2,India,50000.0,3.88,False
EMP001333,33,6.6,3.2,Senior,IT Services,True,True,Basic,152,9,Waterfall,3.2,1,India,90000.0,3.26,False
EMP001334,46,10.2,2.9,Junior,Engineering,True,False,None,153,15,Waterfall,3.0,2,Europe,28553.38,3.83,False
EMP001335,36,11.6,5.5,Mid,IT Services,True,True,Basic,161,8,Waterfall,2.5,2,India,61349.55,4.81,False
EMP001336,32,13.5,3.8,Junior,IT Services,True,False,Advanced,220,14,None,3.5,0,India,20859.2,2.99,False
EMP001337,30,12.6,6.0,Junior,BPO,True,True,None,98,7,Waterfall,2.5,0,India,32169.31,,False
EMP001338,32,7.9,2.0,Senior,IT Services,True,False,None,193,7,Waterfall,4.4,1,India,127539.32,4.74,False
EMP001339,31,5.2,1.6,Mid,Consulting,True,False,Advanced,260,9,None,3.5,0,India,56170.97,3.97,False
EMP001340,36,5.9,2.9,Mid,BPO,True,True,None,242,21,Agile,3.4,0,India,69365.67,,False
EMP001341,36,13.1,3.0,Mid,Others,True,True,Basic,244,15,Product-Aligned,3.3,0,North America,59020.93,3.92,False
EMP001342,35,5.9,5.9,Junior,Others,True,True,Basic,186,15,Waterfall,2.9,0,Europe,30256.36,3.65,False
EMP001343,38,6.2,5.0,Junior,BPO,True,True,Advanced,260,7,Product-Aligned,3.9,3,India,33398.83,3.11,False
EMP001344,44,5.4,4.3,Junior,IT Services,True,False,None,177,27,Waterfall,3.7,3,India,24982.4,3.49,False
EMP001345,42,15.6,3.8,Senior,BPO,False,False,Advanced,218,33,Agile,5.0,0,India,137475.3,2.29,False
EMP001346,23,8.1,3.0,Mid,Engineering,True,False,None,221,5,Agile,3.7,3,India,73948.11,,False
EMP001347,22,5.4,5.4,Mid,Consulting,True,True,None,156,4,Agile,4.9,1,North America,82378.55,5.0,False
EMP001348,42,13.6,5.7,Mid,Engineering,True,False,None,121,20,Agile,2.7,1,Europe,74168.53,4.13,True
EMP001349,24,6.1,6.1,Senior,BPO,True,True,None,235,7,Product-Aligned,3.2,2,North America,104444.03,4.79,False
EMP001350,33,11.5,4.2,Junior,IT Services,True,False,Advanced,163,11,Agile,4.1,0,India,20000.0,4.5,False
EMP001351,25,9.2,3.3,Junior,Engineering,True,False,Advanced,196,19,None,4.8,1,North America,35523.02,5.0,False
EMP001352,22,6.1,3.6,Junior,Consulting,True,True,None,215,4,Agile,3.1,1,Europe,30314.71,4.36,False
EMP001353,39,13.9,2.6,Senior,Others,True,False,Basic,199,15,Waterfall,2.8,1,India,147324.04,3.02,False
EMP001354,41,9.5,3.0,Mid,IT Services,True,False,None,227,21,Product-Aligned,4.7,4,APAC,62566.77,4.71,False
EMP001355,30,7.4,3.2,Mid,Engineering,True,True,None,218,3,Waterfall,4.8,1,India,58614.98,,False
EMP001356,22,6.7,6.2,Junior,Consulting,True,False,Basic,221,14,Product-Aligned,2.1,1,India,39230.54,4.37,False
EMP001357,30,9.0,3.6,Junior,BPO,True,False,Advanced,214,7,Waterfall,4.2,1,India,27399.76,,False
EMP001358,38,6.8,4.2,Junior,Consulting,True,False,Basic,141,14,Agile,3.6,0,North America,28273.84,,False
EMP001359,23,4.5,3.6,Senior,IT Services,True,False,None,201,3,Waterfall,2.9,0,Europe,90107.36,3.99,False
EMP001360,36,6.5,4.4,Senior,Engineering,True,False,Basic,219,8,Waterfall,3.2,2,India,139986.18,3.95,False
EMP001361,34,12.0,4.1,Mid,IT Services,True,False,Advanced,260,7,Agile,2.9,0,Europe,56450.79,3.43,False
EMP001362,39,15.0,2.7,Junior,BPO,True,True,Basic,216,20,Agile,3.4,1,India,31790.87,4.31,False
EMP001363,35,10.5,3.4,Senior,Engineering,False,False,None,192,18,None,4.3,0,India,143100.02,,False
EMP001364,27,6.2,3.1,Mid,IT Services,True,False,None,226,11,Agile,4.5,0,India,68378.73,,False
EMP001365,44,8.2,1.7,Junior,BPO,True,False,Basic,172,13,Product-Aligned,4.9,1,North America,20528.14,,False
EMP001366,33,13.1,1.5,Junior,Engineering,True,False,Advanced,256,36,Product-Aligned,3.3,0,Others,26365.23,4.01,False
EMP001367,34,6.9,3.8,Mid,Consulting,True,False,Advanced,196,6,None,4.0,0,North America,60832.06,4.19,False
EMP001368,27,7.4,2.8,Senior,Consulting,True,False,Basic,190,3,Product-Aligned,3.7,1,India,100451.37,3.73,False
EMP001369,31,9.4,5.1,Mid,BPO,True,False,None,142,9,None,3.6,1,India,54466.03,4.3,False
EMP001370,27,9.5,9.5,Junior,Others,True,False,None,181,8,Agile,4.3,3,India,23145.5,4.4,False
EMP001371,33,10.0,5.8,Junior,BPO,True,False,Basic,196,10,Waterfall,4.3,1,Others,39052.94,4.1,False
EMP001372,48,5.0,5.0,Junior,BPO,True,False,Basic,260,3,None,3.6,0,Europe,30212.31,4.45,False
EMP001373,24,14.9,2.7,Senior,BPO,False,False,Advanced,184,19,Agile,3.1,1,India,92750.77,,False
EMP001374,22,4.8,2.9,Junior,BPO,True,False,Basic,197,3,Agile,3.6,2,APAC,20094.82,,False
EMP001375,46,4.6,3.7,Junior,Consulting,True,False,Advanced,227,12,None,3.1,0,North America,46172.53,3.84,False
EMP001376,33,5.6,5.6,Mid,Engineering,True,False,None,166,7,Agile,3.6,0,APAC,54799.73,3.51,False
EMP001377,29,17.2,4.8,Junior,BPO,True,False,Advanced,180,8,Agile,3.2,3,India,25537.68,2.63,False
EMP001378,43,4.4,3.0,Junior,Others,True,False,Advanced,251,15,Waterfall,4.7,1,APAC,41954.15,4.4,False
EMP001379,30,6.3,2.1,Mid,Consulting,False,False,Advanced,139,16,Waterfall,3.9,3,India,64606.35,5.0,False
EMP001380,49,7.2,6.5,Mid,IT Services,True,False,None,172,9,Product-Aligned,4.1,3,APAC,61687.54,3.65,False
EMP001381,40,13.9,5.8,Junior,Consulting,False,False,Advanced,214,7,Agile,3.1,2,North America,25104.93,3.55,False
EMP001382,31,11.7,6.5,Senior,Engineering,True,True,Basic,215,8,Product-Aligned,3.8,1,India,112185.78,3.29,False
EMP001383,52,8.0,3.1,Mid,Engineering,True,False,None,260,29,Waterfall,3.6,1,APAC,74181.11,4.35,False
EMP001384,30,13.9,3.0,Senior,Engineering,True,False,None,206,6,Waterfall,3.5,3,India,95312.44,3.62,False
EMP001385,40,14.6,1.8,Mid,BPO,True,True,None,176,3,Waterfall,2.6,2,Europe,53424.44,3.7,False
EMP001386,37,15.7,4.9,Mid,Consulting,True,False,None,182,3,Product-Aligned,4.9,1,India,72839.32,,False
EMP001387,45,10.5,6.0,Senior,IT Services,True,False,None,245,12,Product-Aligned,4.2,1,India,125799.76,3.77,False
EMP001388,47,7.7,3.2,Mid,BPO,True,False,Basic,172,12,None,3.9,4,North America,55473.76,4.48,False
EMP001389,35,8.8,6.5,Junior,IT Services,True,False,Basic,192,15,None,3.2,1,APAC,32830.31,2.49,False
EMP001390,28,8.7,3.3,Mid,BPO,True,False,Advanced,236,12,Agile,4.3,0,India,57569.27,5.0,False
EMP001391,38,9.4,8.7,Junior,IT Services,True,False,Basic,187,3,None,4.3,2,Europe,31675.16,4.84,False
EMP001392,29,10.6,2.8,Junior,IT Services,True,False,Basic,223,23,Waterfall,3.0,2,Europe,39919.15,4.64,False
EMP001393,51,4.1,2.5,Senior,IT Services,True,False,Basic,138,5,Product-Aligned,3.3,4,India,106481.0,4.14,False
EMP001394,36,9.3,3.4,Mid,Others,True,False,None,160,17,Waterfall,2.9,3,North America,66888.89,3.53,False
EMP001395,32,6.4,5.4,Junior,IT Services,True,True,Basic,177,8,Product-Aligned,3.4,1,India,26379.98,3.72,False
EMP001396,36,9.1,2.2,Junior,IT Services,False,False,None,142,16,Waterfall,2.6,3,Europe,40938.8,5.0,True
EMP001397,24,11.9,3.3,Mid,Consulting,False,False,None,154,22,Product-Aligned,3.1,0,India,50000.0,4.18,False
EMP001398,27,11.4,4.0,Junior,Consulting,True,False,Basic,174,14,Agile,2.3,4,India,26265.6,,False
EMP001399,44,5.5,3.7,Junior,BPO,True,False,None,260,8,Product-Aligned,3.5,2,India,39356.41,4.37,False
EMP001400,29,11.4,5.2,Junior,BPO,False,False,Advanced,215,7,Waterfall,3.8,1,North America,23238.81,4.32,False
EMP001401,26,5.7,2.4,Mid,Others,True,False,None,233,6,Agile,2.8,0,India,52903.89,2.65,False
EMP001402,39,2.9,2.9,Mid,BPO,True,False,None,227,11,Product-Aligned,3.6,2,APAC,64823.4,3.62,False
EMP001403,44,3.0,3.0,Junior,BPO,True,True,Basic,109,7,Agile,2.4,5,Europe,44105.93,,True
EMP001404,40,8.9,3.5,Senior,BPO,True,False,None,205,9,None,2.7,2,North America,125270.87,3.52,False
EMP001405,42,13.5,4.0,Senior,Others,True,False,Basic,179,18,Product-Aligned,3.9,1,India,155061.1,5.0,False
EMP001406,28,16.4,3.8,Mid,IT Services,True,False,None,136,2,Agile,3.4,1,India,60219.18,3.44,False
EMP001407,23,4.6,2.7,Junior,BPO,True,False,None,218,13,Agile,4.5,2,India,40271.52,2.58,False
EMP001408,47,6.9,5.0,Mid,Others,True,False,Advanced,126,23,Agile,3.5,0,India,96289.48,,False
EMP001409,32,10.0,2.4,Mid,Consulting,True,True,None,199,15,Agile,3.6,3,Europe,58196.95,3.78,False
EMP001410,32,15.3,5.8,Junior,IT Services,False,False,Advanced,187,11,Waterfall,3.8,0,India,32911.17,2.87,False
EMP001411,45,9.6,3.9,Mid,Engineering,True,False,None,164,8,Product-Aligned,3.6,1,North America,63844.72,3.87,False
EMP001412,39,16.2,2.4,Mid,IT Services,True,False,None,238,16,Agile,3.5,1,India,54262.67,4.04,False
EMP001413,38,14.7,2.9,Senior,Consulting,False,False,Basic,192,11,Waterfall,3.2,1,India,126653.88,,False
EMP001414,52,16.7,3.9,Junior,BPO,True,False,None,208,21,Waterfall,1.8,0,India,52034.45,2.24,False
EMP001415,29,7.6,4.4,Junior,IT Services,True,False,Basic,227,7,Product-Aligned,3.5,0,India,34351.2,5.0,False
EMP001416,42,6.9,3.4,Junior,IT Services,False,False,Basic,232,0,None,2.7,0,North America,20998.49,3.77,False
EMP001417,35,21.8,6.0,Senior,IT Services,True,False,Advanced,204,8,Waterfall,3.7,0,India,121200.07,4.93,False
EMP001418,37,15.2,7.6,Junior,Consulting,True,False,None,164,24,Waterfall,4.3,0,Europe,43659.46,4.15,False
EMP001419,47,10.5,1.8,Mid,BPO,True,False,Advanced,196,11,Waterfall,2.2,1,India,54032.76,,False
EMP001420,39,16.0,1.9,Senior,IT Services,True,False,Basic,230,13,Agile,4.2,0,India,113714.41,3.16,False
EMP001421,39,9.6,4.3,Senior,BPO,True,False,None,175,25,Waterfall,3.6,1,India,100913.35,,False
EMP001422,43,6.2,3.7,Mid,Consulting,True,True,Basic,218,14,Waterfall,3.1,5,India,65190.84,4.93,False
EMP001423,32,4.5,2.5,Senior,Consulting,True,False,Basic,174,20,Waterfall,4.0,1,Others,96464.57,2.65,False
EMP001424,28,12.6,3.6,Mid,Consulting,True,False,Advanced,232,11,None,3.4,0,India,50000.0,4.7,False
EMP001425,26,17.2,4.4,Senior,IT Services,True,False,None,196,10,Agile,3.2,1,India,132364.77,3.23,False
EMP001426,22,7.0,3.2,Junior,Engineering,True,False,Basic,157,6,Product-Aligned,2.3,4,APAC,33859.71,4.54,False
EMP001427,51,18.5,1.0,Mid,Consulting,False,False,Basic,260,18,Waterfall,3.4,0,North America,50593.16,4.7,False
EMP001428,26,17.0,3.2,Mid,Engineering,True,False,Basic,205,12,Product-Aligned,4.1,4,India,61151.9,3.84,False
EMP001429,33,11.8,3.9,Mid,Consulting,True,False,Basic,99,13,Agile,2.9,2,India,59048.39,3.67,True
EMP001430,32,5.9,1.6,Mid,BPO,True,False,None,162,11,Waterfall,3.8,1,APAC,72174.02,3.96,False
EMP001431,37,8.5,4.5,Junior,Engineering,True,False,Basic,254,15,Product-Aligned,2.4,0,Others,31989.18,3.63,False
EMP001432,41,17.8,2.2,Junior,Engineering,False,False,None,233,30,Agile,2.7,1,Europe,25940.17,,False
EMP001433,41,8.3,3.9,Mid,BPO,False,False,None,248,13,None,2.9,0,Europe,61125.09,4.74,False
EMP001434,30,7.4,6.7,Junior,Consulting,True,False,Advanced,186,11,Agile,2.2,0,North America,24393.57,4.05,False
EMP001435,33,5.4,3.4,Junior,IT Services,True,False,Advanced,231,18,Agile,3.4,4,India,30402.45,4.22,False
EMP001436,37,8.9,4.1,Senior,Consulting,True,False,Basic,189,16,Product-Aligned,4.0,0,India,90000.0,3.67,False
EMP001437,33,9.9,3.6,Junior,IT Services,True,False,None,214,23,Agile,3.9,1,India,27231.05,5.0,False
EMP001438,47,9.8,3.0,Junior,IT Services,True,False,Basic,148,10,Waterfall,3.4,0,India,26789.1,3.69,False
EMP001439,38,11.6,2.4,Junior,BPO,True,False,None,189,9,Agile,3.3,1,India,31750.3,4.11,False
EMP001440,40,6.6,3.0,Mid,BPO,True,False,Basic,97,4,Waterfall,2.9,1,India,59107.54,4.62,True
EMP001441,40,8.3,3.4,Senior,IT Services,True,False,None,195,28,Agile,5.0,1,India,110236.18,3.75,False
EMP001442,44,13.1,7.3,Junior,Engineering,True,False,None,165,6,Agile,3.1,0,India,22161.75,,False
EMP001443,36,22.9,2.1,Mid,Consulting,True,True,None,207,8,Agile,3.6,3,North America,71223.19,4.24,False
EMP001444,24,6.7,4.5,Junior,Engineering,True,False,Advanced,155,9,Product-Aligned,3.5,0,Europe,41378.09,4.43,False
EMP001445,38,12.2,1.5,Mid,Consulting,True,False,None,196,27,Waterfall,2.8,0,India,75893.83,4.24,False
EMP001446,29,5.4,2.3,Mid,IT Services,True,False,None,260,27,Agile,2.8,0,India,62640.7,4.26,False
EMP001447,30,23.5,4.9,Mid,Engineering,True,False,None,192,19,Agile,4.6,0,India,58580.62,,False
EMP001448,39,8.0,4.6,Senior,IT Services,False,False,Basic,175,11,Waterfall,4.6,1,India,95063.56,4.81,False
EMP001449,44,20.9,4.3,Senior,Engineering,True,True,None,204,16,None,3.7,2,India,160026.94,,False
EMP001450,35,6.7,3.7,Senior,IT Services,True,True,Basic,78,14,Product-Aligned,3.0,1,India,136509.84,4.5,True
EMP001451,37,9.2,5.0,Mid,Engineering,True,False,Basic,184,17,Waterfall,4.0,0,North America,58617.56,,False
EMP001452,48,7.0,7.0,Mid,Others,True,True,Basic,197,20,Agile,3.5,1,APAC,55038.06,4.06,False
EMP001453,36,16.3,3.4,Junior,Engineering,True,False,Basic,207,9,None,2.7,1,APAC,27811.4,,False
EMP001454,55,17.5,2.8,Junior,Consulting,True,False,Basic,242,15,Agile,3.9,0,India,37916.87,3.81,False
EMP001455,39,8.7,1.5,Mid,Consulting,True,False,None,215,9,Agile,5.0,3,India,58834.71,4.94,False
EMP001456,22,9.2,2.7,Mid,IT Services,True,False,Basic,154,17,Product-Aligned,2.8,0,India,56251.24,4.52,False
EMP001457,41,13.6,2.5,Junior,Others,True,False,None,124,9,Waterfall,4.0,0,APAC,23360.73,5.0,False
EMP001458,38,11.0,5.7,Junior,IT Services,True,False,Basic,240,17,Agile,4.0,0,North America,21672.12,3.84,False
EMP001459,45,16.9,2.6,Mid,IT Services,True,False,Advanced,175,15,Agile,4.8,0,North America,69734.58,4.87,False
EMP001460,40,5.4,4.1,Junior,Others,True,True,None,211,14,Waterfall,2.2,1,Others,21945.31,3.21,False
EMP001461,33,10.9,7.4,Mid,BPO,True,True,Basic,260,18,Waterfall,2.8,2,India,60473.48,,False
EMP001462,25,7.2,4.9,Mid,Engineering,True,False,Basic,211,9,Product-Aligned,3.4,0,India,90479.39,4.31,False
EMP001463,33,6.5,6.5,Senior,Consulting,True,False,Advanced,138,14,Agile,4.5,3,India,167304.49,4.59,False
EMP001464,28,5.1,5.1,Mid,IT Services,True,False,Advanced,213,4,Agile,2.8,3,India,50818.31,3.96,False
EMP001465,30,8.9,3.7,Junior,IT Services,True,True,Basic,190,16,Agile,2.9,4,India,52618.96,5.0,False
EMP001466,39,7.8,2.7,Junior,BPO,True,False,None,143,16,Waterfall,3.4,1,Europe,22157.71,4.81,False
EMP001467,48,11.2,3.5,Junior,IT Services,True,False,Advanced,238,12,Agile,2.6,2,Europe,45041.02,4.22,False
EMP001468,38,8.0,2.9,Junior,Consulting,True,False,Basic,213,4,Agile,3.3,1,India,22236.93,3.9,False
EMP001469,25,11.2,7.3,Mid,IT Services,True,False,Advanced,260,20,None,3.1,0,India,50895.96,4.49,False
EMP001470,38,9.8,4.1,Mid,IT Services,True,True,Advanced,201,24,Agile,2.6,0,North America,53700.32,3.09,False
EMP001471,44,6.0,4.6,Mid,Engineering,True,False,None,171,6,None,3.9,1,India,61050.67,4.78,False
EMP001472,30,9.0,2.7,Mid,Others,True,False,None,214,15,Waterfall,4.4,1,India,55237.59,4.88,False
EMP001473,33,4.9,2.2,Mid,Consulting,True,False,Basic,188,18,Agile,3.5,3,Europe,59408.3,4.5,False
